,amount,block,missing,sender,txhash,time
284,7,4384540,95888334.061720158735530254,0x3eE4E74BbBE073FD4C01F34Ef3BB9e4BE7d50e44,0x746ee60f49cfe032358902fede62d514264fb0ad3c1a4878b7bed4de3065cfcb,8218
285,1.5,4384543,95842066.821407292335530254,0x8484FE61BD293Ec709B4A13d38b57BDC10D51b00,0xbd05e22ccca931218386a2cd9340e3127daa8f5d9798c1eff4b8c035874fe3f7,8261
286,6,4384555,95755481.747534491285530254,0x4251701B32E8840B9c94f2b3a07f05DddC46E095,0x5bd16f1f635cc7935fa9feb759bc08272aea39659149608e5e071ca6b3325868,8356
287,0.25,4384558,95710291.287087053835530254,0x6d437BdF7f131CAa50E2F4962f95753ed244582D,0x756933cce466a7bcabb988f4aa7d6ec1412b8e136f97811ae8ebae0481d50945,8398
288,2.5,4384559,95712243.378030168235530254,0x8a9BcDc68D19e111663D6c986caf1dA1edA1c304,0xe844b69da258563625024ce6157512b475a484dea906d524d461531a01c4ffce,8402
289,2.5,4384560,95690816.306371211535530254,0x7194210fbD35B97b861aFb593c7832C201e1d149,0x28a734e09b07c6f609c63498b4212e239c3268a205b040989d18087fa19db50d,8425
290,1.28861845,4384564,95638527.179775149135530254,0x031F5bAAa3a01776b8c5b460C20E080c93B441AD,0x5c75ce5e21a9659997f1156daee685eec1e4219fc84c314a4d1788edfc198424,8473
291,1.2,4384564,95638525.891156699135530254,0xA517b2A4Dccb6A15093084848309e0826Eec1AB9,0x8a89282e8fd679391491cf7c7a86f62c2c54b8ce94062fad39bf2609d5f9c944,8473
292,1.701999227,4384568,95594644.991878093985530254,0x47e4d543f57BcE79a3Ef9b01e59bF80624C29b9F,0x94556b443581fa19d24c35f86e01ba88a3dc8fb888c256785f89dca37fe56d35,8515
293,2.5,4384572,95569117.528709552235530254,0x38d0F3270448a6Bf3C0EfB8E16A72Aacda4f8b4F,0xeefb7473ca12fa8cb0d50d3602117080f9cef6ca6997e5d3237a4190e322a13a,8550
294,30,4384574,95496564.672920908285530254,0x01a5788013293290499217305E724578956Cf559,0x1e1550c6f3222265b23f69ae070f49116760a6200ba70621cd60a404c4a76ce7,8618
295,1,4384574,95496534.672920908285530254,0xb1B18a165842Fd6819598022dE837ee2211041c8,0xad1fb9c525dca918da84c89cc0c22424b76be9ef20d623f69b45dd271482deed,8618
296,2.5,4384575,95498028.560479099085530254,0x940742B0bD45f79169A8D3CDd6284e7B0236C7C2,0xa54cf41a55ca5309ec6c9f740ed620354b6a88859a1bc05e507e88c002b020b8,8621
297,2.493693002,4384586,95376738.008212111785530254,0x505aBAd29341AcA14A6a7F70279182b7C5671d4C,0x28a10e54479ac55d77dab0305d1f5b4cdc9df4625e77d5599bb00df440a1b110,8735
298,2.5,4384591,95336151.456964235785530254,0x4C551eeaB6f15fc9a79424dAF77039a0320fB312,0x20b738c82d18ef38773a89dba3c12d11c438c301030456f63347832d7fade69f,8778
299,2.5,4384595,95303249.245784767885530254,0x8635E9bBB8d628958787c227db6A3E070B9429dC,0xc7aa12b5070c338a03a44def1d1d91e3079663829065ba3b17065dc4411cd987,8815
300,2,4384600,95158829.113867135935530254,0x1b3aD87A81488D9DaB73b3DD91E0f81d13a99aeE,0xaabd3d86d42ea41f9a952e006b0f684421ebd8148726c44b1d7ff991b03c76e9,8952
301,6.58,4384600,95158827.113867135935530254,0x7Ecf58C00355F5968c4B23c37AaFe68f77719226,0x6c6433b86ade11850e05d0db258f4fdc9f7bef3158dafc8fdf914ea81b42f1ac,8952
302,100,4384608,95011845.477651586635530254,0x662b46dd245966954FAFB6e6838C74c989124b18,0x5295b2238a80101c8c7eb3f9f34ae398b43e234e2e3de7ea4a1fa8cddfe0da32,9094
303,2.493693002,4384609,94976810.380425228235530254,0x89546DA1c05b7Da9636628e3ac9c8205774b118A,0x39d13c0224bd367779a66f8aaf9ec87886c78b3f18efbcebb25bc6cd1ff3abe5,9122
304,0.2,4384612,94963842.532798626585530254,0x839231a01ea6F1dF4B3Fdc3B32Fa8bFECB3e0387,0x74559903ddbf59488babc527b2543d6545da09aa7a189986b41ecf110a7abc57,9135
305,2.5,4384613,94953533.588050047785530254,0x51b1535Cf06bc9437326473CE8b8720fE08052E0,0xb6dae265f3dc2f7d838882a3b10d8a04ba9ee1bdeca8a14586251a8c069cc039,9153
306,2.493693002,4384616,94912380.235884484185530254,0x48D39eC37303d85C2f290A0DD7F73d09079D44f3,0xb01272e9bc5a6a883e718ee611255b727b32aad545c1c973af7aa35167cf4004,9187
307,2.49,4384622,94873146.406082078185530254,0x2b2f60b5aF2c09fcC9cda0BDf96F215db20E5D78,0xa8390204b838c333cf344ee225882761624ac9375f3421f9ab1899319f251153,9224
308,2,4384628,94808170.789010280035530254,0x38c700A2483D4F67a7D79db80329AA357386671D,0x60ccfd86690e2a3e47e11ce82e1b0530f58e5c9a608afc4fce24c24952a6a136,9285
309,2.5,4384630,94795181.012427686735530254,0xdd12d76573BFFdd7e1E70359EB65e83910A0f35E,0x468340985db108e057c6b32cc2c2500faeb6f3d4bf93cb24dd94446689c13ba7,9297
310,0.47,4384640,94662083.774385262585530254,0x44E45fb5b5bD8E1BF9D1310B761571e73Fb02924,0x63ba724175a171adb797707220e0f28f2e6cb81500c49cbce4fd4d9ad5469383,9425
311,20.01,4384667,94295082.536606953685530254,0x1c883666D49A87e56fE907c5930aFbAf7C1dCBA2,0xf12ea6947f4ff3b2144ad4ce736eea017122a31cfa3bf5a720df72252e0677e4,9760
312,1,4384669,94264473.856276401685530254,0x610fD5EED7Ce54765a02A70dfBAfe09588983fF8,0xb93a48913ce556a95278e5b5d40cff1d4fb9216aa16483054d59d20e1524e59d,9787
313,0.3,4384671,94198169.718159414135530254,0xEB9cc77a1c9742f7b63520d61E5b1Da3Db099F92,0x8e467c6b06a4ac24a44b6f1e037e0122077550ca48068ae07155250f6e20768c,9847
314,0.5,4384674,94176048.641786410785530254,0xe1835509807a6dE5F64Ea14dd7bbAF95575604Ff,0x3ffa99ab66ecbdbe95e091c8b8ad048a9200c61b0ebaea1dd0eed012a21c06d2,9872
315,0.3,4384674,94176048.141786410785530254,0x16C64a673e65D036102ab379CbD950339F755F7e,0x64c5ea4fae054128adde05dff5c8b5748f8742676b902eb63fc50b2e13a32e83,9872
316,1.35,4384675,94163088.855179163485530254,0xf713a73187d7c49706d6C95c9e159B2C528e18bb,0x7e6ee8b60a5a78416ae89c63982ef1df83b17590fabdca5203ff2cc18c427b3f,9881
317,1,4384680,94042274.110175745735530254,0xc9094f605aB3790eD1BCAe8111c987C786dD294A,0x528587f70b0042220825706550cc99a572025e606275ea702e69572d337de82e,9984
318,8,4384682,94020354.470957635585530254,0x6bD16C10081589deaeb5cDCE5963FabbbD350616,0x5a649ed1cc7f9ef7d29f359068dd10d0dab09f808baf29f3ab15014e77ea9427,10008
319,2.4,4384683,93990298.609541241235530254,0x2f5C47820E901a3E974be760F4237e1E43E33607,0x6771467158bbddf355e9b82c935a07da3d09af554d0a2cf0422cc9b520ee22d7,10033
320,24,4384685,93938891.351883872935530254,0x1dbcec3FE35a56BEE4D819990023672bD647caFd,0x5793c9ededcc4a2985053eee308e7f5512aa662b6ee5cf11034608a2602cb19a,10082
321,0.29,4384689,93845939.338998992935530254,0x3D04E05b59D34074FED211CD77eBAE0fEdaC1952,0xd30c7f8706f6c32435639246d3be22e830e38c74aa602ecc8415c3b82cc404b6,10164
322,2.49,4384692,93793191.702958792485530254,0x736C415C47F974CfE5A2efe0A93a508716A9a4CC,0x430ca5c641239c631848b4564c5a974dea14b1e61d7e75fc35e9beda02daf6e4,10208
323,2.493693002,4384695,93758689.534026919485530254,0x08D9B1cEa36B82091dE81E3b0046Dc2660207dd0,0x530c90d80bfe49e43846242f3afca5b62b4ee35b711a873157d4ac6f634ce6bc,10238
324,2,4384695,93758687.040333917485530254,0xcE91E21FFcE78A8701EDee4CD4d893CD9106957E,0xa8781a2bc6c0d6bd3407efd1dcd56bc56c3f4972e7c2d8c4fdf8a1f79efdccfe,10238
325,27.3,4384709,93537549.673458640285530254,0x9e1C3357168F9923E8C4C2F475679B785299cc0D,0xddb4eeefbb4ca26defe6341c623c0ca5b1e6b256b36077a069c0b79fe53d3a62,10429
326,0.4,4384714,93466017.940479367485530254,0xFa73d7cF97E02716785Eafcc2EF5aE6eb125DD50,0xf3e92c29aa0858eedf5f2c467147b0b982183514da2e6bf0361e1005f27b79f7,10493
327,2.488693002,4384714,93466017.540479367485530254,0x3998072D56c42DF82A472Bc23f9E0Aa0f5Eae2EB,0xcd772fe1cfdf07a8852691f39bd85b31016be10ee8c72cac21cd59b38fe6604d,10493
328,10,4384715,93443807.476793540635530254,0xF8C03084E6a0e021DD1ea0445C2A4E25339C7a4B,0x050ff64463cd97826f25f942cd1da44737018c70f83c0918740d17cd6329efae,10512
329,2.49,4384726,93187580.290605007735530254,0x28Ab98a80CC5792b2DadBfA15744a9c492E90b72,0xb3246488eb62cd147895a51ddd219477c9410c9988ede88a8d0068e6f153011e,10732
330,8,4384728,93133516.536895318885530254,0xD90534f1572ed1A72938Ae7246A0659A66f46F2d,0xe071f11010eca5eef8ae9f09e24339123941c5f77ab08a6124261d6a336d94f1,10777
331,2.5,4384742,92883448.749012380485530254,0x0705d8EdeCFD181AA516d2D983C609A8f1565865,0xac518ab7329ad8f7909948310fc19f06c4aeda1ced2b7e02e8d7b8ec80b40823,10984
332,2.5,4384745,92820799.719014828385530254,0xaF46FDBe7b242494c3c7c623a22A4Bc6b353FE57,0xd09033edaec3ba6cc306eeabb6cb918cbc275fdc3dfb67e87a93e5456c7c72d4,11036
333,3,4384748,92758216.113047293785530254,0x3d78F6610F171aEfd11b81F3d4DEF882Ad00462B,0x47f099bf4c746ccddd345f643ba267da8762970ae35310ebc211d240174891f7,11087
334,2.5,4384750,92738711.073188552885530254,0x0fFeb87106910EEfc69c1902F411B431fFc424FF,0x575bc35460492eb66b1ba601129328741ae19b436892a9f7b2ce40acf5ab2b00,11106
335,2.498,4384752,92696285.733723559885530254,0x6a0638Fc950aD83956179d5584f8115b9F9E0CB4,0xa69077f3eb0f83c134bc7c62f90c4c772760ed5e470307bbb2b1918b754ab266,11138
336,2.5,4384767,92562174.588751470435530254,0x5DE6334C533979485f95443f5F0991AA0d22aD3a,0x02e2e466331c9bd9576b64d4d5b1120fa4f02419023999a7effaeb283abb7c35,11245
337,3.2,4384777,92487522.442887968735530254,0xF11aB06B54E14027d895e867886B15F892565635,0xae9f8f588000ec27051d11ddb77d24805faa0a6e6e2bb3eca6bb95063512fb24,11309
338,2.498,4384782,92431580.531550015285530254,0x0d97DadF53878E03d1Bf11bE95FB8B3Eb67B95E1,0x74e608b0c8a7ba767d93b06732309a38dfbe4700f3815acc192a41e07e2b8a78,11353
339,2.4,4384783,92398090.926740298235530254,0x2215457b391a2660337B75568ec05adAeC457502,0x1784826be3c6f062f0218b1eb73d1f1d7eac02a62ee2fef4420062c835106e2c,11384
340,1,4384785,92381155.212194119035530254,0x48F9B81F75b3e9166D1E58413699321Cc1335a08,0x589593996ab008b2043795bc556e18f31ecca780fe17be874f0af43a75d2f132,11393
341,18,4384793,92313106.614914485735530254,0x67C5cC9e50b6B4fda46589Bf0d1aA3bCDe3D74d8,0x4c51d01cdbb54dfffdbc731344699d9cc4f7e7385645f7dca89f47b7523f7a51,11452
342,2.499,4384798,92208461.705438107685530254,0xd495826cABB093e7dCA498D1a98e4dc55e0C29Db,0xb7096a21f20cf5abb2f7882ff95a54d593cc87397065dde5adddc4c4d12818c7,11534
344,0.59,4384806,92047561.809628667235530254,0xd6536F9BE354fbc2E208ac6a6f34742AA4a943Dd,0x522d28939ea64ccb98b2414fc83810a53e5cc8884748b1aae54a6b190ab79fad,11663
343,10,4384806,92047571.809628667235530254,0xdcDAdB99B4aB6669863A353dC7324449804eE109,0x5dcc744e349f5303f9c7990a46bc5a630996faa7119cbf9f3071955bd62e0f18,11663
345,0.001,4384816,91873686.919639838235530254,0x608Eaf5c41677B434C4ddB12D12fcfbEDDfCB9cB,0x7cd2f3931d7bd5b6e6c2e697cdf0b0a070f281d34d5bfe02c890fdace218f8df,11799
346,2.5,4384816,91873686.918639838235530254,0xef0bc05e0531dC5d5B2B3Bac023B16F2D3FF68A1,0x29403a328ec521e6de66e468e45e722de2be83f4221a184cf3c2ebc9b9ef1876,11799
347,1.75,4384817,91802815.134514020735530254,0x1C1Bb5915cEc7dA52985a2765519Fc23483C93B0,0x2e3e213feef096ce744267e998284b896b137e3943a0640a8187abc05fbbe102,11856
348,2.4,4384822,91750834.151724964885530254,0xcF9b1A64310767adC05bc656988f88dBe551935f,0x1df7c1903fd8f7186ce2a31bd6e1007fe7d20c06ba6623d990ba745b26287f01,11897
349,2.49,4384827,91634117.382080425535530254,0x25cEAC4b0FD802C4B9df7DD7C730D6c25903b11C,0x54ef400ed7f6d868dd0cbc519eddbf67cc074cfe3df891172fe8deace9b6759f,11990
350,2.5,4384829,91554508.118064341785530254,0xb6e1bf88b92406a1D9d0Fbdd18f05D8a2e870aD7,0x6617bb06ad1dbe1a6090361d7c2080fe833e9bca05ae9e3c7bc927d56b063dce,12051
351,0.99,4384834,91476480.069593822585530254,0x608Eaf5c41677B434C4ddB12D12fcfbEDDfCB9cB,0xbb6553ea86e706d572bd593b85120ac37bb3184bf080f9f4364d68b9a1291618,12113
352,10,4384843,91397442.786860350835530254,0xDdf7b6d50ED55552F835D36ef2b84909bbe77d0f,0x11b872199fb16e36a75be4c8a3c450a7c6d86cd4f9554113b867b78441b474b8,12172
353,2.5,4384853,91239811.620456365685530254,0x26318Be335fbc1Bf493F2F180b409eeadE70B835,0x41122e288b0d75b67cafc4eb4785f63129856e133ae540abec7fd4729ecf7de2,12297
354,1.224398676,4384856,91180631.836762427885530254,0xaf77AA4d3B46c2bC551Eb5B2EdBA8AB5613a0E35,0x646434c79c7ded881cc8babf566a7cc05419a48769051b4d50258ca8f7ddbcdb,12341
357,45,4384860,91116546.989834037535530254,0xB8577DAdCf48e02E17c649EDf5185844DD2dF05C,0x9f81736ec60da0f7b037dc04cc72a149da2571d28d1ada9466052001b9439997,12387
355,2.5,4384860,91116551.989834037535530254,0xFb44c9DeD321b682B493091f9c4Ca4EE977400D2,0x2bbb61ba5cf784d97a689d122a5010c7b057bb2300a8799ee3c96639f5e3e7db,12387
356,2.5,4384860,91116549.489834037535530254,0x657E21723aE99C05c9C2a6032343C7865Bcb1940,0x00de3e8bc6289f288b4604878eb3c5a2647b4bc0b236fa7880168b130925ce5a,12387
358,1.17,4384866,91019377.172674309935530254,0x72d39dBd1160206fd7921d331443bF3781ED3566,0xa6a9dccdf405f8a3a4e181389d6807e824cf7756f33a81d01d06feb42e836742,12463
359,5.7,4384870,90901223.039837281885530254,0xfC13f6BFBA45d2b64674E25394bF7f2058c521B6,0x092d816ccddf9d19e1bf7c43fba13f9462a83efc1b3e6298dfb10f77b4733c59,12555
360,1,4384871,90864450.028303433135530254,0x70d6385b1c6D0A6E8F254aa605C7edA23e2aC12A,0xd33c3f5179214331f8152c4396b6254b79be1897ed6914cdd6c4830293fcd0d7,12579
361,1,4384876,90830493.057822978635530254,0xf619Bc623C1D8e1Be1E2D4eDc4cb3D6FCD15608F,0xe43a4ccffe26f653e1591556c5615458c40c482849354071e9501ae2a9d7e3e5,12607
363,1.99,4384878,90755897.880166526235530254,0x3Ca86Ae1333ad5A394b993e0b4aC9c41f6E4EdFE,0xa9b64cfe4a4c95980e1b98101ac86a9803f5320e888ca18d55557b8880dd9949,12662
362,40.5,4384878,90755938.380166526235530254,0x5647323396056Fc51Bfb2EacF8d70D587AE6b388,0x21b6a2c8fe8a4c6939a753c8e5fac24c8480e768e4ffbab35f98436f6da8f6d8,12662
364,2.5,4384882,90674492.380276390485530254,0x579dAE06170c367fA745181b2266111Aa989D7E6,0xdbd1fadd4a7296694e90bc0963cc258cf7f4600244870bf97b906071041de136,12725
365,2.5,4384883,90621709.286194465435530254,0x15dDDdb43ae164973F8B8d4493fCF5c688f2DA35,0xf863623a860aaefad6c915c8c8b1eb8b76c32bb849ebc570b06ba922e17bdf99,12762
366,2.5,4384887,90540498.019189234935530254,0xDe91DcD18ac5Ff945F9dd7358FBfeEc9393f64Ca,0xa3159d1609afd5ed48da3839b82cb66f56c1d7030210605b9159879e7138339b,12823
367,2,4384900,90337950.252578035935530254,0x5F663982EE32461b499f1530fcc045402B190D26,0xd7b8438f6d6f64a61b49ba6215e247139e10501d8b04477939aabb0172e8b552,12975
368,2.8,4384901,90291762.387955725885530254,0x12bEEB3af68B7b99F6Fd960E32A7e9541978D5a4,0x4e9996b6d3935655c9c12a182f508189be2f530d864af6a5448fdde73e2db870,13009
369,1.49,4384901,90291759.587955725885530254,0x483C85F2dAb18A5e7f7697d8BCaB2e27dF07B8F9,0xbaac5fd4e6534f60d6cbb211f95c1e1dac49f98ebd8f24fa2f64b3d4ec860a37,13009
370,1,4384901,90291758.097955725885530254,0xAB455e2dC2c90737729B4709bD5d887f272CC9a7,0x03993468415b0e838568f6e1709770d895b2cbce19f9e4d6395952e8fcd8b1d9,13009
371,65,4384904,90196727.074299053035530254,0x9419A0746bC506e4Dd95Fd6CD30FD1A92234eE14,0x26de0d46bc50e43a47d0b519a88105f151ddf6489488862cc8e18c556a3b332f,13081
372,1,4384904,90196662.074299053035530254,0x3CC9063E7AC5fa8345e1F59bC32a470ccd30cA6d,0x51d3c8630f6f4d59ca697799b13bdc1aafd8262a141339523e404e955926ea01,13081
373,2.046217846,4384912,90072587.955646019535530254,0x9419A0746bC506e4Dd95Fd6CD30FD1A92234eE14,0x76f2ab87521e7d22a04c295513adb21a9238477989cb7b951df9d20c5edf2d4b,13172
374,0.99895374,4384914,90061580.898041784635530254,0x636092b7AD8378A32222Aa619F329Fc1A6272a9C,0x33dbaf158760a346d1c6ee0a8c4d99d0ae22a711e2e61ac892319d4e7f712540,13183
375,1.2,4384924,89901337.190079116635530254,0xA755319813b9c34F3A85Fc94c584D471EeeD22B7,0x3fa43f9781fff6099e6e889ddc0044b3f9292ead9300b66a9f66661dd22098a9,13298
376,0.99,4384932,89837117.546017750035530254,0xf619Bc623C1D8e1Be1E2D4eDc4cb3D6FCD15608F,0x3c2a8d28d640f1dd32414a3f114602b9c345d77cc76f7e0d684980daa92558ce,13346
377,1,4384945,89577686.250097460585530254,0xeb5B97Bf1660E4590BD3b2E68Dd44A4d45a826Ca,0x50a3376409a1cfd891dbcd7e9bc7f44b129a38ac3753bb374cf4e73290f70515,13535
378,0.378,4384950,89486666.098443088285530254,0xE0A11F620FCF5829c6E383c65e5Ad3D24D63189F,0x21ecddc789ec9c3a9e2dc64deacad17cbdbccd4553539420e0fda67c4e0c0ce8,13600
379,1,4384958,89338996.428849509685530254,0xEa73D0Df8994d823EB89129A3FD197B362696dDA,0x1a367c239817951deb6123f2ccd22867eed14130053b86dacf03d85fed6c550f,13708
380,2.5,4384972,89111234.068185979885530254,0x8b041dfd3bCf958261E6214D1D2B19A62f129cda,0xb543b83b8330734c5e5a8eee819eccd66b0988c1ccf5917b18c70cbdb95cc865,13870
381,11.54,4384972,89111231.568185979885530254,0x3693dF8391E9E449bd716a363A698f8FdA87811b,0x96e789e56cc4254b4f9cb8cf6f48809382205228c1423a1d9a03d6daccd28517,13870
382,1.13,4384975,88978365.041846336235530254,0xd1Da77f7C38061D0a4e0D84D69b08f22A2D3D4d6,0x885d38ff8a24843e973f1097ff3625fe916f46b44590529522d8d5a94c4d0d81,13965
383,2.5,4384979,88917355.998326645185530254,0x003C64078e977Fd6b2e79943Ca58C415ed7E299D,0x31669c78f0ea1627a57855c6eef3fc7846d43ca4c9e332f7cf41114a300cd2a2,14007
384,2.3,4385003,88586298.099328169285530254,0x8bF258ebf6834c5Cb983581aDBa92e7321417847,0x474bfa0d6a5aaa7b678f806c453591ff78002d106de8de521e7cc75dd8968779,14241
385,10,4385003,88586295.799328169285530254,0xDdB4Ac5a2F3C477b46D9ce2c3602a77704442972,0xae402bdc42df8b5307fc72a22ce48f928eb2dbab85dbddb881432d3013e05c0b,14241
386,8,4385009,88447594.103757039635530254,0x4a639dda76b3807c46043DEFA8E2be9F2F8383A1,0x918967e8bddb4af0c8f241ff800c16152550405593329ca91ab2c72981544946,14339
387,2.5,4385025,88163892.793438749735530254,0x68c72Ce02e8B4237F2ACAB2ab40BbBffD33c0bb1,0xe80bad57247acf9de329aca2295933bac0734d89c8feb1e6a3ef0b76e94d3922,14539
388,2.41,4385046,87835156.912972105385530254,0xfC2cEdA4fFEC2623108401Ed21ffc00e4Bc3f6f2,0xe5dd72ec46b301c14357ea7da16e5beea77c37d53e7cb1def20a2fe99aa70732,14765
389,10,4385050,87741595.602241146335530254,0x2cadaFe29D2b53b990742cCb2285E9dD9d6DE037,0x248965e9865a9ee57f89e895a2a3884e57ccc99ac4e01b2df052927f6d733044,14830
390,1,4385067,87187877.702341727535530254,0x685F89f401452e86f550C7b81F1aecB0A7B8f6a0,0xd5423ef760584f2fa5f420835d8823e8ef54c9339592bc089d29ab40c2d72b84,15209
391,0.7,4385067,87187876.702341727535530254,0xA565b7488952dCA8DE3F1fa557D3B9C4c880015a,0x4226ba1a780453dbedc1b020311e901b15ae0b5954ddc8a1dc7d90f087b66f13,15209
392,2.5,4385073,87071687.558963618585530254,0xa8AE3730b6d06C9dEf2Fd611d1BEF2e6d135ef5A,0x4450470f9b8b8ecfe26a2606720933dce1a830b8e4ab7e989710845b87802ef5,15288
393,2,4385077,86966599.561973388735530254,0x6739F739D50E489179F480eDCea372DD13094f13,0x36b054baf3830b956f44384aa49039cc1140e5613dccdb32a9578de3908432a5,15360
394,1,4385084,86836228.728583167235530254,0xFd4EE61FE999f0cf220BaC584a9f7af2B416686f,0xa23fea99320685ed73c251695e8c1850fb82a415a40976232f5c841bcdc032d1,15449
395,10,4385094,86587302.560328290485530254,0x7Eae69a1fc2cE5986177f0d7388C432fb5928839,0xf23f0574fa92a0d5f8d770bcefbf5a1f5e7435dbecb020974a68b3731ca6ac04,15616
396,26,4385097,86475680.490994626735530254,0x5f5Df42dDB92D621176a59C437F54fcF1bB4BE23,0xe35eeac10cdeaf8bb72ebff422ebcb92a4cacee07c7f19026c1a9a3ecbb3167d,15691
397,500,4385099,86447705.079526422335530254,0x9dDAC6C981572aA3f4AB7ffa3D64356d94093206,0x95d2acbf75c17d2737e68f55fef183374ad4ca3954c9b702e2f66c138b9d9705,15711
398,0.07369428,4385102,86308267.558007591685530254,0x97d84fA169270414153a100Bf93d66A0177913D7,0xdce92921d4c73cd834c4230d39d47274b9d106ba55647eb042ac35e28be7e16d,15804
399,600,4385104,86260849.337676662585530254,0x72B16DC0e5f85aA4BBFcE81687CCc9D6871C2965,0xb796e643c5fd4989036e322a3bbbe9b1e1ac42d914c7f34bea2768f463536f28,15835
400,0.6,4385108,86117004.387896718235530254,0x754334cA4798B983f7F9D32F58F69E203424ac09,0x11fd15ca16e4d1b2491f613512819a0488cbe8f280a0b5358d6c1cf7702f6e4b,15931
401,0.5,4385109,86088647.072757134485530254,0x5F109509094b6c126CdB90F1893043e074a46C78,0x640309af3d676e339a01e716eceec2cf5d92f3e96ee883c11629ac6cc2828091,15949
402,1.5,4385120,85854707.496683187035530254,0x6504Ea8e6aC2aa839d4315960ED6163b1F61328e,0x2e9eb578345c92c33a1d866a463a1b480ae71ef4c91a45fadf500813be99f1b3,16104
403,5.72,4385126,85690345.982418216435530254,0x3D3C354bAaB8c55295394aA71Fa2E189AcAeE330,0xa4949ba2b70e3b758a3ed501fa1852f4918f6c45c4c004a6aaaa9524ad8dba8c,16212
404,2.9,4385137,85451194.030682911735530254,0x67f5b5D5171b719b256Bed3BE30E5687a59F24d9,0x1559b82a97d11fbbc465150b6293d5c8bb694a23ed6a926ea7f91fac012ee86f,16371
405,7,4385138,85430615.854786832735530254,0x7a1FfFCF4104bb6a13E7B73B848445177f261ce9,0x482e707b72ebd268606fe356a24a3ec25c0cb6a640d6311dd7792bf459523c02,16385
406,0.403341475224942,4385150,85171928.228902276635530254,0x0088D260E928e4fEbD3b9Ca7daB2562A36A86B9b,0xc94c43f6306496d9ad5b45afef807d31ff2de2aa21415d2d63e9f1a449cc3e6d,16556
407,2.3,4385157,84907117.101054979710588254,0x837cf9698008D8a19BB9Ac6FA15318A748fD0d15,0x99467030904877f3fba12c092d4689bf52d9479cd32a5ac4cd4912c8d444bf97,16727
408,0.15,4385162,84830096.445532025160588254,0x650f109F5AA7eC168096959b55bDcB7c183A4B32,0x1cfc3b5e2e364476601731bc06cf90c11e898792381a7b545cc5a863fbb3a9ae,16778
409,0.2,4385197,84165578.301830304860588254,0xc29df4c7F9517045085939a67d24d17079d54d9C,0x4e6152c2d9a31e67812b46b71e114c910af2104c93511af4730741ba260aac0f,17208
410,0.05,4385225,83765527.986849778260588254,0x3916727AbDf5f8feBE9C4eaC7C6a8194aa0dd978,0x85e6abee9981b612dda0040c94ae500b599371176a9bb106876179b9033c514e,17468
411,3.069,4385232,83668826.478396486560588254,0x15aE883A5745C95D45EBaC631e7b5D42F0EE4439,0x950544c77b400b9caf2bbf51b88356b007c03a2a414597cf18156ee63407b91f,17529
413,2.5,4385241,83375370.612894417660588254,0x762A1795292A3d9355Aeea85E4B174e9BD8cC3Cd,0x95cf7c99d1f4eb5adf407ead238215b270e4c9239c07fc010133d4d8d48eb64a,17716
412,0.49685,4385241,83375371.109744417660588254,0x8C086d190C51f482aEE38AF0A2ed765Afc76BBe7,0x5066f020c9025f632135e065d554b1fb3acbf433c89f6b9e5423f1a56e03a945,17716
414,1,4385264,83026679.004514770510588254,0xa7C448f2B685A474834bAeefEd925182Fd556D56,0x3a003d95411a4eba57a292b458899bb3df970df6983d4da48cc9d9234b322b18,17940
415,0.5,4385267,82883904.647467757460588254,0xDAb0ed9dEBEC6F6D42C8a976711337C78f1Ac774,0xd34009cdbbe88d43fa89a698cdddf7ae6f3d044c67788ae1470a54f3a9e6c842,18031
416,1,4385286,82556435.971470362860588254,0x2d2af4f0804612FD54cF725BEB3411598C76814B,0x4eadee152d302809f01c7204b6324faaf5b6015d3a1fd4bbc270e7fae627a6fe,18238
417,0.5,4385300,82223644.936566965860588254,0xbD02f18D3741b8aA332942fAd8D34A065D0C4cF1,0x05eddc1f168120b875e3dac075a51e58c6e48818c701a3727f1aef9027c80e30,18449
418,0.5,4385306,82058064.265580175060588254,0x9C1ea2bED532BaF9cfB29bd3b9d050efC2B53BA3,0x5083e31fc97c2c98249c9fb994ad3f51ab2ded571ea66a10c25a55b4147d163e,18553
419,1.5,4385326,81720525.498019204560588254,0xff4792607f5FBBC34201a6814cDa9A023D202ea1,0x05b4b5b8ca896a02e8cb1e85c898acef3e0077a37cbce000ac496b7837f99e19,18766
420,1,4385328,81672521.686786719010588254,0x653A7f5b5984aBe01928db8C22F8c18f3CAF096A,0x31ab398b9cc1e5c7b4144963753fd1a8e794c25c50fafa8bf4a39248912e699d,18795
421,18,4385358,80901610.122834037660588254,0xc554c9f284138Ab69809B918e95D7363570d36bA,0xda082c3e863b185c06803b88d2f81d0dbdf5c95ee993902a01e94d5f37dea0e0,19277
422,3,4385373,80585143.700755483260588254,0x9d3eb6230db8DEBf55bAb868f2d370aa7A479b8f,0xff4e4b23b59581358cff4720c049cc0fe6d84d085508cd3f559b17090422a683,19474
423,1.936323104725913,4385375,80561332.100654983760588254,0x96d95F97316063B87c71C7366a7cF7d916933d8b,0x53930c5f88031b624a74bfc248bacade661108bcc9988cf8341ef3326b5cc50a,19490
424,2.5,4385383,80393012.745045109634675254,0xC7601e2bEb2ea5026bb16f372257f305BBf6D246,0x72ed58d8a8ef9a33103b1b41477b8aba2df25c28bf2bfdcc8468ba5c1ab25335,19594
